index,path,filename,label,split
135,data\raw\daisee\train\110002\1100022027\1100022027.npz,1100022027.npz,0,test
136,data\raw\daisee\train\110002\1100022028\1100022028.npz,1100022028.npz,0,train
137,data\raw\daisee\train\110002\1100022029\1100022029.npz,1100022029.npz,0,train
138,data\raw\daisee\train\110002\1100022031\1100022031.npz,1100022031.npz,0,train
139,data\raw\daisee\train\110002\1100022035\1100022035.npz,1100022035.npz,0,train
140,data\raw\daisee\train\110002\1100022038\1100022038.npz,1100022038.npz,0,train
141,data\raw\daisee\train\110002\1100022039\1100022039.npz,1100022039.npz,0,train
142,data\raw\daisee\train\110002\1100022045\1100022045.npz,1100022045.npz,0,val
143,data\raw\daisee\train\110002\1100022046\1100022046.npz,1100022046.npz,0,train
144,data\raw\daisee\train\110002\1100022047\1100022047.npz,1100022047.npz,0,train
145,data\raw\daisee\train\110002\1100022048\1100022048.npz,1100022048.npz,0,train
146,data\raw\daisee\train\110002\1100022049\1100022049.npz,1100022049.npz,0,train
147,data\raw\daisee\train\110002\1100022051\1100022051.npz,1100022051.npz,0,val
148,data\raw\daisee\train\110002\1100022052\1100022052.npz,1100022052.npz,0,val
149,data\raw\daisee\train\110002\1100022053\1100022053.npz,1100022053.npz,0,train
150,data\raw\daisee\train\110002\1100022054\1100022054.npz,1100022054.npz,0,train
151,data\raw\daisee\train\110002\1100022055\1100022055.npz,1100022055.npz,0,test
152,data\raw\daisee\train\110002\1100022056\1100022056.npz,1100022056.npz,0,train
153,data\raw\daisee\train\110002\1100022057\1100022057.npz,1100022057.npz,0,train
154,data\raw\daisee\train\110004\1100041006\1100041006.npz,1100041006.npz,0,train
155,data\raw\daisee\train\110004\1100041015\1100041015.npz,1100041015.npz,1,train
156,data\raw\daisee\train\110004\1100041016\1100041016.npz,1100041016.npz,0,train
157,data\raw\daisee\train\110004\1100041017\1100041017.npz,1100041017.npz,1,train
158,data\raw\daisee\train\110004\1100041018\1100041018.npz,1100041018.npz,1,train
159,data\raw\daisee\train\110004\1100041021\1100041021.npz,1100041021.npz,0,train
160,data\raw\daisee\train\110004\1100041022\1100041022.npz,1100041022.npz,1,test
161,data\raw\daisee\train\110004\1100041023\1100041023.npz,1100041023.npz,1,train
162,data\raw\daisee\train\110004\1100041024\1100041024.npz,1100041024.npz,1,train
163,data\raw\daisee\train\110004\1100041029\1100041029.npz,1100041029.npz,0,train
164,data\raw\daisee\train\110004\1100041034\1100041034.npz,1100041034.npz,0,train
165,data\raw\daisee\train\110004\1100041044\1100041044.npz,1100041044.npz,0,train
166,data\raw\daisee\train\110004\1100041051\1100041051.npz,1100041051.npz,0,train
167,data\raw\daisee\train\110004\1100041052\1100041052.npz,1100041052.npz,0,train
168,data\raw\daisee\train\110004\1100042009\1100042009.npz,1100042009.npz,1,train
169,data\raw\daisee\train\110004\1100042010\1100042010.npz,1100042010.npz,1,train
170,data\raw\daisee\train\110004\1100042011\1100042011.npz,1100042011.npz,1,val
171,data\raw\daisee\train\110004\1100042017\1100042017.npz,1100042017.npz,1,train
172,data\raw\daisee\train\110004\1100042018\1100042018.npz,1100042018.npz,0,train
173,data\raw\daisee\train\110004\1100042019\1100042019.npz,1100042019.npz,0,test
174,data\raw\daisee\train\110004\1100042020\1100042020.npz,1100042020.npz,0,train
175,data\raw\daisee\train\110004\1100042023\1100042023.npz,1100042023.npz,1,train
176,data\raw\daisee\train\110004\1100042024\1100042024.npz,1100042024.npz,1,train
177,data\raw\daisee\train\110004\1100042025\1100042025.npz,1100042025.npz,0,test
178,data\raw\daisee\train\110004\1100042026\1100042026.npz,1100042026.npz,1,val
179,data\raw\daisee\train\110004\1100042029\1100042029.npz,1100042029.npz,0,train
180,data\raw\daisee\train\110004\1100042030\1100042030.npz,1100042030.npz,0,train
181,data\raw\daisee\train\110004\1100042031\1100042031.npz,1100042031.npz,1,train
182,data\raw\daisee\train\110004\1100042034\1100042034.npz,1100042034.npz,0,train
183,data\raw\daisee\train\110004\1100042040\1100042040.npz,1100042040.npz,0,test
184,data\raw\daisee\train\110004\1100042041\1100042041.npz,1100042041.npz,0,train
185,data\raw\daisee\train\110004\1100042058\1100042058.npz,1100042058.npz,0,train
186,data\raw\daisee\train\110004\1100042059\1100042059.npz,1100042059.npz,1,train
187,data\raw\daisee\train\110004\1100042060\1100042060.npz,1100042060.npz,1,train
188,data\raw\daisee\train\110005\1100051002\1100051002.npz,1100051002.npz,0,train
189,data\raw\daisee\train\110005\1100051004\1100051004.npz,1100051004.npz,1,train
190,data\raw\daisee\train\110005\1100051006\1100051006.npz,1100051006.npz,1,train
191,data\raw\daisee\train\110005\1100051007\1100051007.npz,1100051007.npz,1,train
192,data\raw\daisee\train\110005\1100051008\1100051008.npz,1100051008.npz,1,train
193,data\raw\daisee\train\110005\1100051009\1100051009.npz,1100051009.npz,1,train
194,data\raw\daisee\train\110005\1100051011\1100051011.npz,1100051011.npz,0,train
195,data\raw\daisee\train\110005\1100051012\1100051012.npz,1100051012.npz,0,test
196,data\raw\daisee\train\110005\1100051013\1100051013.npz,1100051013.npz,1,train
197,data\raw\daisee\train\110005\1100051014\1100051014.npz,1100051014.npz,0,train
198,data\raw\daisee\train\110005\1100051016\1100051016.npz,1100051016.npz,1,val
199,data\raw\daisee\train\110005\1100051017\1100051017.npz,1100051017.npz,1,train
200,data\raw\daisee\train\110005\1100051019\1100051019.npz,1100051019.npz,1,val
201,data\raw\daisee\train\110005\1100051020\1100051020.npz,1100051020.npz,0,train
202,data\raw\daisee\train\110005\1100051021\1100051021.npz,1100051021.npz,1,train
203,data\raw\daisee\train\110005\1100051022\1100051022.npz,1100051022.npz,1,train
204,data\raw\daisee\train\110005\1100051023\1100051023.npz,1100051023.npz,0,train
205,data\raw\daisee\train\110005\1100051024\1100051024.npz,1100051024.npz,1,val
206,data\raw\daisee\train\110005\1100051025\1100051025.npz,1100051025.npz,1,train
207,data\raw\daisee\train\110005\1100051026\1100051026.npz,1100051026.npz,1,train
208,data\raw\daisee\train\110005\1100051028\1100051028.npz,1100051028.npz,1,train
209,data\raw\daisee\train\110005\1100051029\1100051029.npz,1100051029.npz,1,test
210,data\raw\daisee\train\110005\1100051030\1100051030.npz,1100051030.npz,1,test
211,data\raw\daisee\train\110005\1100051031\1100051031.npz,1100051031.npz,1,train
212,data\raw\daisee\train\110005\1100051032\1100051032.npz,1100051032.npz,0,test
213,data\raw\daisee\train\110005\1100051033\1100051033.npz,1100051033.npz,1,train
214,data\raw\daisee\train\110005\1100051034\1100051034.npz,1100051034.npz,1,train
215,data\raw\daisee\train\110005\1100051035\1100051035.npz,1100051035.npz,1,val
216,data\raw\daisee\train\110005\1100051036\1100051036.npz,1100051036.npz,1,train
217,data\raw\daisee\train\110005\1100051037\1100051037.npz,1100051037.npz,1,train
218,data\raw\daisee\train\110005\1100051039\1100051039.npz,1100051039.npz,1,test
219,data\raw\daisee\train\110005\1100051041\1100051041.npz,1100051041.npz,0,train
220,data\raw\daisee\train\110005\1100051042\1100051042.npz,1100051042.npz,1,train
221,data\raw\daisee\train\110005\1100051044\1100051044.npz,1100051044.npz,0,train
222,data\raw\daisee\train\110005\1100051045\1100051045.npz,1100051045.npz,0,train
223,data\raw\daisee\train\110005\1100051046\1100051046.npz,1100051046.npz,0,train
224,data\raw\daisee\train\110005\1100051048\1100051048.npz,1100051048.npz,1,train
225,data\raw\daisee\train\110005\1100051049\1100051049.npz,1100051049.npz,1,test
226,data\raw\daisee\train\110005\1100051050\1100051050.npz,1100051050.npz,0,train
227,data\raw\daisee\train\110005\1100051051\1100051051.npz,1100051051.npz,0,train
228,data\raw\daisee\train\110005\1100051052\1100051052.npz,1100051052.npz,0,val
229,data\raw\daisee\train\110005\1100051053\1100051053.npz,1100051053.npz,1,train
230,data\raw\daisee\train\110005\1100051054\1100051054.npz,1100051054.npz,1,test
231,data\raw\daisee\train\110005\1100051055\1100051055.npz,1100051055.npz,0,train
232,data\raw\daisee\train\110005\1100051056\1100051056.npz,1100051056.npz,0,val
233,data\raw\daisee\train\110005\1100051057\1100051057.npz,1100051057.npz,1,train
234,data\raw\daisee\train\110005\1100051059\1100051059.npz,1100051059.npz,0,train
235,data\raw\daisee\train\110005\1100051061\1100051061.npz,1100051061.npz,1,val
236,data\raw\daisee\train\110005\1100051062\1100051062.npz,1100051062.npz,1,train
237,data\raw\daisee\train\110005\1100051064\1100051064.npz,1100051064.npz,1,test
238,data\raw\daisee\train\110005\1100051065\1100051065.npz,1100051065.npz,1,val
239,data\raw\daisee\train\110005\1100051066\1100051066.npz,1100051066.npz,1,train
240,data\raw\daisee\train\110005\1100051067\1100051067.npz,1100051067.npz,1,train
241,data\raw\daisee\train\110005\1100051068\1100051068.npz,1100051068.npz,0,train
242,data\raw\daisee\train\110005\1100051071\1100051071.npz,1100051071.npz,0,train
243,data\raw\daisee\train\110005\1100051076\1100051076.npz,1100051076.npz,1,train
244,data\raw\daisee\train\110005\1100051078\1100051078.npz,1100051078.npz,0,train
245,data\raw\daisee\train\110005\1100051079\1100051079.npz,1100051079.npz,0,test
246,data\raw\daisee\train\110005\1100052001\1100052001.npz,1100052001.npz,1,test
247,data\raw\daisee\train\110005\1100052002\1100052002.npz,1100052002.npz,0,train
248,data\raw\daisee\train\110005\1100052006\1100052006.npz,1100052006.npz,1,train
249,data\raw\daisee\train\110005\1100052007\1100052007.npz,1100052007.npz,0,test
250,data\raw\daisee\train\110005\1100052008\1100052008.npz,1100052008.npz,0,train
251,data\raw\daisee\train\110005\1100052009\1100052009.npz,1100052009.npz,0,train
252,data\raw\daisee\train\110005\1100052014\1100052014.npz,1100052014.npz,1,test
253,data\raw\daisee\train\110005\1100052023\1100052023.npz,1100052023.npz,0,train
254,data\raw\daisee\train\110005\1100052024\1100052024.npz,1100052024.npz,0,val
255,data\raw\daisee\train\110005\1100052026\1100052026.npz,1100052026.npz,0,train
256,data\raw\daisee\train\110005\1100052027\1100052027.npz,1100052027.npz,1,train
257,data\raw\daisee\train\110005\1100052028\1100052028.npz,1100052028.npz,1,train
258,data\raw\daisee\train\110005\1100052030\1100052030.npz,1100052030.npz,1,train
259,data\raw\daisee\train\110005\1100052031\1100052031.npz,1100052031.npz,0,train
260,data\raw\daisee\train\110005\1100052032\1100052032.npz,1100052032.npz,0,train
261,data\raw\daisee\train\110005\1100052033\1100052033.npz,1100052033.npz,0,train
262,data\raw\daisee\train\110005\1100052035\1100052035.npz,1100052035.npz,0,train
263,data\raw\daisee\train\110005\1100052036\1100052036.npz,1100052036.npz,0,train
264,data\raw\daisee\train\110005\1100052037\1100052037.npz,1100052037.npz,1,train
265,data\raw\daisee\train\110005\1100052038\1100052038.npz,1100052038.npz,1,train
266,data\raw\daisee\train\110005\1100052039\1100052039.npz,1100052039.npz,0,train
267,data\raw\daisee\train\110005\1100052040\1100052040.npz,1100052040.npz,1,train
268,data\raw\daisee\train\110005\1100052041\1100052041.npz,1100052041.npz,1,val
269,data\raw\daisee\train\110005\1100052047\1100052047.npz,1100052047.npz,0,test
270,data\raw\daisee\train\110005\1100052048\1100052048.npz,1100052048.npz,1,train
271,data\raw\daisee\train\110005\1100052049\1100052049.npz,1100052049.npz,0,train
272,data\raw\daisee\train\110005\1100052051\1100052051.npz,1100052051.npz,1,val
273,data\raw\daisee\train\110005\1100052055\1100052055.npz,1100052055.npz,0,train
274,data\raw\daisee\train\110005\1100052057\1100052057.npz,1100052057.npz,1,train
275,data\raw\daisee\train\110005\1100052060\1100052060.npz,1100052060.npz,0,test
276,data\raw\daisee\train\110005\1100052061\1100052061.npz,1100052061.npz,0,train
277,data\raw\daisee\train\110005\1100052062\1100052062.npz,1100052062.npz,1,test
278,data\raw\daisee\train\110005\1100052065\1100052065.npz,1100052065.npz,1,train
279,data\raw\daisee\train\110005\1100052068\1100052068.npz,1100052068.npz,1,train
280,data\raw\daisee\train\110005\1100052070\1100052070.npz,1100052070.npz,0,train
281,data\raw\daisee\train\110006\1100061009\1100061009.npz,1100061009.npz,0,test
282,data\raw\daisee\train\110006\1100061010\1100061010.npz,1100061010.npz,0,val
283,data\raw\daisee\train\110006\1100061011\1100061011.npz,1100061011.npz,0,val
284,data\raw\daisee\train\110006\1100061012\1100061012.npz,1100061012.npz,0,test
285,data\raw\daisee\train\110006\1100061013\1100061013.npz,1100061013.npz,0,train
286,data\raw\daisee\train\110006\1100061015\1100061015.npz,1100061015.npz,1,train
287,data\raw\daisee\train\110006\1100061016\1100061016.npz,1100061016.npz,0,train
288,data\raw\daisee\train\110006\1100061018\1100061018.npz,1100061018.npz,1,train
289,data\raw\daisee\train\110006\1100061019\1100061019.npz,1100061019.npz,0,train
290,data\raw\daisee\train\110006\1100061022\1100061022.npz,1100061022.npz,0,test
291,data\raw\daisee\train\110006\1100061023\1100061023.npz,1100061023.npz,0,train
292,data\raw\daisee\train\110006\1100061025\1100061025.npz,1100061025.npz,1,test
293,data\raw\daisee\train\110006\1100061027\1100061027.npz,1100061027.npz,0,train
294,data\raw\daisee\train\110006\1100061028\1100061028.npz,1100061028.npz,0,train
295,data\raw\daisee\train\110006\1100061030\1100061030.npz,1100061030.npz,0,test
296,data\raw\daisee\train\110006\1100061031\1100061031.npz,1100061031.npz,0,train
297,data\raw\daisee\train\110006\1100061032\1100061032.npz,1100061032.npz,0,val
298,data\raw\daisee\train\110006\1100061033\1100061033.npz,1100061033.npz,0,test
299,data\raw\daisee\train\110006\1100061034\1100061034.npz,1100061034.npz,0,train
300,data\raw\daisee\train\110006\1100061035\1100061035.npz,1100061035.npz,0,val
301,data\raw\daisee\train\110006\1100061036\1100061036.npz,1100061036.npz,0,train
302,data\raw\daisee\train\110006\1100061038\1100061038.npz,1100061038.npz,0,val
303,data\raw\daisee\train\110006\1100061039\1100061039.npz,1100061039.npz,0,train
304,data\raw\daisee\train\110006\1100061040\1100061040.npz,1100061040.npz,0,test
305,data\raw\daisee\train\110006\1100061042\1100061042.npz,1100061042.npz,0,train
306,data\raw\daisee\train\110006\1100061043\1100061043.npz,1100061043.npz,0,test
307,data\raw\daisee\train\110006\1100061044\1100061044.npz,1100061044.npz,0,test
308,data\raw\daisee\train\110006\1100061046\1100061046.npz,1100061046.npz,0,train
309,data\raw\daisee\train\110006\1100061047\1100061047.npz,1100061047.npz,0,train
310,data\raw\daisee\train\110006\1100061048\1100061048.npz,1100061048.npz,0,train
311,data\raw\daisee\train\110006\1100061049\1100061049.npz,1100061049.npz,0,train
312,data\raw\daisee\train\110006\1100061050\1100061050.npz,1100061050.npz,1,train
313,data\raw\daisee\train\110006\1100061051\1100061051.npz,1100061051.npz,0,val
314,data\raw\daisee\train\110006\1100061053\1100061053.npz,1100061053.npz,1,train
315,data\raw\daisee\train\110006\1100061057\1100061057.npz,1100061057.npz,0,train
316,data\raw\daisee\train\110006\1100061058\1100061058.npz,1100061058.npz,0,train
317,data\raw\daisee\train\110006\1100061061\1100061061.npz,1100061061.npz,0,train
318,data\raw\daisee\train\110006\1100061063\1100061063.npz,1100061063.npz,0,train
319,data\raw\daisee\train\110006\1100061064\1100061064.npz,1100061064.npz,0,train
320,data\raw\daisee\train\110006\1100061067\1100061067.npz,1100061067.npz,0,test
321,data\raw\daisee\train\110006\1100061068\1100061068.npz,1100061068.npz,0,train
322,data\raw\daisee\train\110006\1100061069\1100061069.npz,1100061069.npz,0,train
323,data\raw\daisee\train\110006\1100061073\1100061073.npz,1100061073.npz,0,test
324,data\raw\daisee\train\110006\1100061074\1100061074.npz,1100061074.npz,0,train
325,data\raw\daisee\train\110006\1100061077\1100061077.npz,1100061077.npz,0,train
326,data\raw\daisee\train\110006\1100061078\1100061078.npz,1100061078.npz,0,train
327,data\raw\daisee\train\110006\1100062004\1100062004.npz,1100062004.npz,0,train
328,data\raw\daisee\train\110006\1100062005\1100062005.npz,1100062005.npz,0,train
329,data\raw\daisee\train\110006\1100062007\1100062007.npz,1100062007.npz,0,train
330,data\raw\daisee\train\110006\1100062008\1100062008.npz,1100062008.npz,1,val
331,data\raw\daisee\train\110006\1100062009\1100062009.npz,1100062009.npz,0,train
332,data\raw\daisee\train\110006\1100062016\1100062016.npz,1100062016.npz,0,train
333,data\raw\daisee\train\110006\1100062017\1100062017.npz,1100062017.npz,0,train
334,data\raw\daisee\train\110006\1100062024\1100062024.npz,1100062024.npz,1,val
335,data\raw\daisee\train\110006\1100062028\1100062028.npz,1100062028.npz,1,train
336,data\raw\daisee\train\110006\1100062029\1100062029.npz,1100062029.npz,0,train
337,data\raw\daisee\train\110006\1100062036\1100062036.npz,1100062036.npz,1,train
338,data\raw\daisee\train\110006\1100062037\1100062037.npz,1100062037.npz,1,train
339,data\raw\daisee\train\110006\1100062044\1100062044.npz,1100062044.npz,1,test
